Sno,Hospital Id,Hospital Name,State,District,,,,Hospital Contact,Specialities Selected,Hospital Type,Empanelment Type,Submitted Date,Status Updated Date,Application Status,OnBoarded For Convergence Scheme,Upgraded Specialities,Current Specialities
5480,HOSP27G210736,RH Jafrabad,MAHARASHTRA,JALNA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5481,HOSP27G210737,RH Shahda,MAHARASHTRA,NANDURBAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5482,HOSP27G210738,Balasaheb Deshpande Hospital,MAHARASHTRA,AHMED NAGAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5483,HOSP27G210739,"DM Petit Muncipal hospital, Vasai  West",MAHARASHTRA,PALGHAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5484,HOSP27G210740,"Tulinj Hospital, Nalasopara East",MAHARASHTRA,PALGHAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5485,HOSP27G210741,Shree Jeevdani Devi hospital,MAHARASHTRA,PALGHAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5486,HOSP27G210742,"Vasant Valley Maternity Hospital, Khadakpada, Kalyan",MAHARASHTRA,THANE,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5487,HOSP27G210743,"Kaulcity Hospital and Dialysis Unit, Vasai West",MAHARASHTRA,PALGHAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5488,HOSP27G210744,"General Hospital Shashtri Nagar, Dombivli",MAHARASHTRA,THANE,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5489,HOSP27G210745,"Rukmini Plaza Maternity Hospital, Titwala",MAHARASHTRA,THANE,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5490,HOSP27G210746,"Bolinj General Hospital, Virar West",MAHARASHTRA,PALGHAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5491,HOSP27G210747,"Sopara Maternity and General Hospital, Nalasopara  West",MAHARASHTRA,PALGHAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5492,HOSP27G210748,"KDMC, Dialysis Center Thakurli East",MAHARASHTRA,THANE,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5493,HOSP27G210752,"Mata Bal Hospital In Belapur, Navi Mumbai",MAHARASHTRA,THANE,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5494,HOSP27G210753,Shree Ramtanu Mata Bal Rughnalay Turbhe,MAHARASHTRA,THANE,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5495,HOSP27G210754,"Mata bal Sangopan Kendra Health, Vasai East",MAHARASHTRA,PALGHAR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5496,HOSP27G210769,"RH Jath,Sangli,Govt",MAHARASHTRA,SANGLI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5497,HOSP27G210770,SHRI PANCHGANGA HOSPITAL,MAHARASHTRA,KOLHAPUR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5498,HOSP27G210810,"RH Madgyal,Jat,Sangli,Govt",MAHARASHTRA,SANGLI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5499,HOSP27G210811,"RH Wadala,Solapur,Govt",MAHARASHTRA,SOLAPUR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5500,HOSP27G210812,"Krantijyoti savitribai phule Talera hospital chinchwad,Haveli,Pune,Govt",MAHARASHTRA,PUNE,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5501,HOSP27G210815,BKC COVID JUMBO FACILITY,MAHARASHTRA,MUMBAI SUBURBAN,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5502,HOSP27G211113,"SHANKARRAO MASULKAR URBAN HEALTH CENTER AND EYE HOSPITAL,PUNE CITY,GOVT",MAHARASHTRA,PUNE,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5503,HOSP27G211120,ESIS HOSPITAL,MAHARASHTRA,AURANGABAD,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5504,HOSP27G211122,ESIS HOSPITAL,MAHARASHTRA,MUMBAI SUBURBAN,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5505,HOSP27G211123,ESIS HOSPITAL,MAHARASHTRA,MUMBAI SUBURBAN,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5506,HOSP27G211124,ESIS HOSPITAL THANE,MAHARASHTRA,THANE,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5507,HOSP27G211125,MH-ESIS Hospital Ulhasnagar,MAHARASHTRA,THANE,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5508,HOSP27G211126,ESIS Hospital Satpur Nashik,MAHARASHTRA,NASHIK,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5509,HOSP27G211127,ESIS HOSPITAL VASHI,MAHARASHTRA,THANE,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5510,HOSP27G211128,Mahatma Gandhi Memorial Hospital,MAHARASHTRA,MUMBAI SUBURBAN,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5511,HOSP27G211129,Rh Ner,MAHARASHTRA,YAVATMAL,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5512,HOSP27G211130,"RH Tasgaon,Sangli,Govt",MAHARASHTRA,SANGLI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5513,HOSP27G211131,RH Bodvad,MAHARASHTRA,JALGAON,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5514,HOSP27G211132,RH sangrampur,MAHARASHTRA,BULDHANA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5515,HOSP27G211133,District Womens Hospital,MAHARASHTRA,BULDHANA,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5516,HOSP27G22296,"Bharatratna Dr. Babasaheb Ambedkar Mun. Gen. Hospital, Kandivali (W)",MAHARASHTRA,MUMBAI,,,,9022217202,"M1,S7,S1,S12,S2,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, S7, S1, S12, S2, S3, S4, S5"
5517,HOSP27G22299,CHHATRAPATI SHIVAJI MAHARAJ HOSPITAL,MAHARASHTRA,THANE,,,,9892722306,"M1,M1,M2,S8,M1,M7,M1,S7,M5,M6,M8,S1,S12,S15,S2,S3,S4,S5,S6,S7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M5, M6, M8, S1, S12, S15, S2, S3, S4, S5, S6"
5518,HOSP27G22300,Yashwantrao Chavan Memorial Hospital,MAHARASHTRA,PUNE,,,,9492280858,"M1,M1,M2,S8,M1,S7,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, S7, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
5519,HOSP27G22301,SHIRPUR WARWADE NAGR PARISHAD SANCHLITH INDIRA GANDHI MEMORIAL HOSITAL,MAHARASHTRA,DHULE,,,,7507733399,"M1,M1,S7,M6,S1,S10,S11,S12,S15,S2,S4,S5,S7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, S7, M6, S1, S10, S11, S12, S15, S2, S4, S5"
5520,HOSP27G59767,Kasturba Hospital,MAHARASHTRA,WARDHA,,,,9511837122,"M1,M1,M2,S8,M1,M7,M1,S7,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S6, S9"
5521,HOSP27G59768,Advanced Centre for Treatment Research & Education in Cancer (ACTREC) Tata Memorial Centre,MAHARASHTRA,RAIGARH(MH),,,,9372772889,"M1,M7,M1,S7,M5,M6,S1,S12,S15,S2,S4,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S7, M5, M6, S1, S12, S15, S2, S4, S8, S9"
5522,HOSP27G59769,Tata Memorial Hospital & Research Centre,MAHARASHTRA,MUMBAI SUBURBAN,,,,9869372120,"M1,M1,M2,S8,M1,M7,M1,S7,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S2,S3,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S2, S3, S5, S6, S9"
5523,HOSP27G82971,Civil Hospital,MAHARASHTRA,SATARA,,,,9422029973,"M1,M1,M2,S8,M1,S7,M6,M8,S1,S10,S11,S12,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, S7, M6, M8, S1, S10, S11, S12, S2, S3, S4, S5, S6, S9"
5524,HOSP27G82972,Sparsh Rural Hospital,MAHARASHTRA,OSMANABAD,,,,9422095053,"M1,M7,M1,S7,S1,S12,S4,S7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S7, S1, S12, S4"
5525,HOSP27G84616,"Civil Hospital,Nandurbar",MAHARASHTRA,NANDURBAR,,,,9011804961,"M1,M1,S7,M6,M8,S1,S12,S2,S4,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, S7, M6, M8, S1, S12, S2, S4, S5, S6"
5526,HOSP27G92690,Savitribai Phule Hospital,MAHARASHTRA,KOLHAPUR,,,,9421924136,"M1,S7,M5,M6,S1,S10,S11,S12,S2,S5,S6,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, S7, M5, M6, S1, S10, S11, S12, S2, S5, S6, S8, S9"
5527,HOSP27G99277,Government Medical College Bambolim  Goa,MAHARASHTRA,SINDHUDURG,,,,0,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M6,M8,S1,S10,S11,S12,S13,S14,S15,S16,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S16, S2, S3, S4, S5, S6, S9"
5528,HOSP28G117477,Community Health Center Naravari Palli,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5529,HOSP28G117558,Niloufer Hospital,ANDHRA PRADESH,-NA-,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5530,HOSP28G117639,"Govt Meternity Hospital,Koti",ANDHRA PRADESH,-NA-,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5531,HOSP28G117640,M.N.J.Hospitals,ANDHRA PRADESH,-NA-,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5532,HOSP28G117718,Osmania General Hospital,ANDHRA PRADESH,-NA-,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5533,HOSP28G117719,Rani Chandramani Devi Govt Hospital,ANDHRA PRADESH,VISHAKHAPATNAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5534,HOSP28G117722,Govt Ent Hospital  - Koti,ANDHRA PRADESH,-NA-,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5535,HOSP28G117725,CHC-Yerragondapalem,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5536,HOSP28G118151,CHC-Kunavaram,ANDHRA PRADESH,EAST GODAVARI,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5537,HOSP28G118155,PHC-Kurichedu,ANDHRA PRADESH,PRAKASAM,,,,-NA-,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5538,HOSP28G118156,PHC-Venkatadripalem,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5539,HOSP28G118157,PHC-Palutla,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5540,HOSP28G118158,PHC-Chintala,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5541,HOSP28G118159,PHC-Tripuranthakam,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5542,HOSP28G118160,PHC-Pullalacheruvu,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5543,HOSP28G118161,PHC-Anumalaveedu,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5544,HOSP28G118162,PHC-Tarlupadu,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5545,HOSP28G118163,PHC-Rajupalem,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5546,HOSP28G118165,PHC-K.S.Palli,ANDHRA PRADESH,PRAKASAM,,,,-NA-,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5547,HOSP28G118166,PHC-Yachavaram,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5548,HOSP28G118167,PHC-East Gangavaram,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5549,HOSP28G118168,PHC-Tallur,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5550,HOSP28G118169,PHC-Daggupadu,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5551,HOSP28G118170,PHC-S.N.Padu,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5552,HOSP28G118171,PHC-Marella,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5553,HOSP28G118172,PHC-Korisapadu,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5554,HOSP28G118173,PHC-Medarametla,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5555,HOSP28G118174,PHC-Cherukuru,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5556,HOSP28G118175,PHC-Maddipadu,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5557,HOSP28G118176,PHC-Ethamukkala,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5558,HOSP28G118177,PHC-Ammanabrolu,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5559,HOSP28G118178,PHC-Santhamaguluru,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5560,HOSP28G118179,PHC-Guntupalli,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5561,HOSP28G118180,PHC-Thurimella,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5562,HOSP28G118181,PHC-Poosalapadu,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5563,HOSP28G118182,PHC-Galizerugulla,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5564,HOSP28G118183,PHC-Besthavaripeta,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5565,HOSP28G118184,PHC-Ardhaveedu,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5566,HOSP28G118185,PHC-Chakicherla,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5567,HOSP28G118186,PHC-Gudlur,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5568,HOSP28G118187,PHC-Marripudi,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5569,HOSP28G118188,PHC-Konakanamitla,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5570,HOSP28G118189,PHC-Botlagudur,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5571,HOSP28G118190,PHC-C.S.Puram,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5572,HOSP28G118191,PHC-Kamepalli,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5573,HOSP28G118192,PHC-Machavaram-Kanigiri,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5574,HOSP28G118193,PHC-Pedacherlopalli,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5575,HOSP28G118194,PHC-Voletivaripalem,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5576,HOSP28G118195,PHC-Ponnalur,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5577,HOSP28G118196,PHC-Lingasamudram,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5578,HOSP28G118197,PHC-Machavaram-KND,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5579,HOSP28G118198,CHC-Chimakurthy,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5580,HOSP28G118199,CHC-Podili,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5581,HOSP28G118200,CHC-Martur,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5582,HOSP28G118201,CHC-Kondapi,ANDHRA PRADESH,PRAKASAM,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5583,HOSP28G118233,PHC-ZILLELAMANDA,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5584,HOSP28G118234,PHC-THUGUNDRAM,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5585,HOSP28G118235,PHC-ERRAKOTAPALLI,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5586,HOSP28G118236,PHC-REGALLU,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5587,HOSP28G118237,PHC-GARMPALLI,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5588,HOSP28G118238,PHC-GARNIMITTA,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5589,HOSP28G118239,PHC-CHERUKU VARI PALLI,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5590,HOSP28G118240,PHC-SOMALA,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5591,HOSP28G118241,PHC-ROMPICHERLA,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5592,HOSP28G118242,PHC-KANDUKUR,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5593,HOSP28G118243,PHC-MOLAKALACHERVU,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5594,HOSP28G118250,PHC-PEDDAMANDYAM,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5595,HOSP28G118251,PHC-B.KOTHAKOTA,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5596,HOSP28G118252,PHC-NIMMANAPALLI,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5597,HOSP28G118253,PHC-CHINTHAPARTHY,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5598,HOSP28G118254,PHC-GURRAMKONDA,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5599,HOSP28G118255,PHC-CHEMBAKUR,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5600,HOSP28G118256,PHC-CHOWDEPALLI,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5601,HOSP28G118257,PHC-RAMASAMUDRAM,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5602,HOSP28G118258,PHC-BAIREDDIPALLI,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5603,HOSP28G118259,PHC-RAMAKUPPAM,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5604,HOSP28G118260,PHC-RALLABUDUGUR,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5605,HOSP28G118261,PHC-CHINNAPANDUR,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5606,HOSP28G118262,PHC-K.V.B.PURAM,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5607,HOSP28G118263,PHC- B.N.KANDRIGA,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
5608,HOSP28G118264,PHC-EMPEDU,ANDHRA PRADESH,CHITTOOR,,,,NA,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
